id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CAF	B_cell|Endo	B_cell|Macro	B_cell|NK	B_cell|T_cell	B_cell|malignant_cell	CAF|B_cell	CAF|CAF	CAF|Endo	CAF|Macro	CAF|NK	CAF|T_cell	CAF|malignant_cell	Endo|B_cell	Endo|CAF	Endo|Endo	Endo|Macro	Endo|NK	Endo|T_cell	Endo|malignant_cell	Macro|B_cell	Macro|CAF	Macro|Endo	Macro|Macro	Macro|NK	Macro|T_cell	Macro|malignant_cell	NK|B_cell	NK|CAF	NK|Endo	NK|Macro	NK|NK	NK|T_cell	NK|malignant_cell	T_cell|B_cell	T_cell|CAF	T_cell|Endo	T_cell|Macro	T_cell|NK	T_cell|T_cell	T_cell|malignant_cell	malignant_cell|B_cell	malignant_cell|CAF	malignant_cell|Endo	malignant_cell|Macro	malignant_cell|NK	malignant_cell|T_cell	malignant_cell|malignant_cell
CPI-SS014E486AB	FGF6_FGFR1	simple:P10767	simple:P11362	FGF6	FGFR1	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	FGF10	FGFR1	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS07A03C20F	FGF19_FGFR4	simple:O95750	simple:P22455	FGF19	FGFR4	True	False	True	I2D,IMEx,InnateDB-All	False	1.653																																																	
CPI-SS079FD6EC6	GAST_KIR2DL3	simple:P01350	simple:P43628	GAST	KIR2DL3	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	HLA-C	TSHB	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.653																																																	
CPI-SS0830AF8E6	GAST_CCKBR	simple:P01350	simple:P32239	GAST	CCKBR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	CCK	CCKBR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS008F83E02	CCL4_GPRC5D	simple:P13236	simple:Q9NZD1	CCL4	GPRC5D	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS06908C6CC	INS_IDE	simple:P01308	simple:P14735	INS	IDE	True	False	True	I2D,IMEx	False	1.653																																																	
CPI-SS01A29DD97	GCG_IDE	simple:P01275	simple:P14735	GCG	IDE	True	False	True	IMEx	False	1.653																																																	
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	1.653																																																	
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	NTF4	NTRK2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ADIPOQ	PROKR2	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	PROK1	PROKR2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS07A97B3E2	CCL4L2_GPR151	simple:Q8NHW4	simple:Q8TDV0	CCL4L2	GPR151	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	GAL	GPR151	True	False	True	I2D	False	1.653																																																	
CPI-SS0EF2E7F3B	INS_LILRB1	simple:P01308	simple:Q8NHL6	INS	LILRB1	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0CCB8E3D3	CCL4L2_GPR101	simple:Q8NHW4	simple:Q96P66	CCL4L2	GPR101	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0EA96C304	CCK_CCKAR	simple:P06307	simple:P32238	CCK	CCKAR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	1.653																																																	
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	DPP4	CCL11	True	True	False	curated	False	1.653																																																	
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	CCR2	CCL11	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	TNFRSF13B	CD70	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	True	True	False	curated	False	1.653																																																	
CPI-SS05834E385	CD40_INSL3	simple:P25942	simple:P51460	CD40	INSL3	True	True	False	I2D	False	1.653																																																	
CPI-SS026776C89	HLA-DQB2_PRL	simple:HLADQB2	simple:P01236	HLA-DQB2	PRL	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	1.653																																																	
CPI-SS0BA3A1C3A	NGFR_NTF4	simple:P08138	simple:P34130	NGFR	NTF4	True	True	False	curated	False	1.653																																																	
CPI-SS05E4B1EBC	INS_INSR	simple:P01308	simple:P06213	INS	INSR	True	False	True	curated	False	1.653																																																	
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	1.653																																																	
CPI-SS0323A2952	INS_LILRB2	simple:P01308	simple:Q8N423	INS	LILRB2	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	1.653																																																	
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	EGFR	CNTF	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	NTRK1	GRN	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	EGFR	BTC	True	True	False	curated	False	1.653																																																	
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ERBB3	BTC	True	True	False	curated	False	1.653																																																	
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS04C3EC52C	MTNR1B_COPA	simple:P49286	simple:P53621	MTNR1B	COPA	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	curated	False	1.653																																																	
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	1.653																																																	
CPI-SS004A073E1	NTRK1_NTF3	simple:P04629	simple:P20783	NTRK1	NTF3	True	True	False	curated	False	1.653																																																	
CPI-SS0ADA587B4	NGFR_NTF3	simple:P08138	simple:P20783	NGFR	NTF3	True	True	False	curated	False	1.653																																																	
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	NTRK1	GPI	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	1.653																																																	
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	NTRK1	NAMPT	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	curated	False	1.653																																																	
CPI-SS04C8BC444	KLRF2_CLEC2A	simple:D3W0D1	simple:Q6UVW9	KLRF2	CLEC2A	False	True	True	curated	False	1.653																																																	
CPI-SS00F977575	BMP10_KIR3DL1	simple:O95393	simple:P43629	BMP10	KIR3DL1	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0B26EEF21	BMP10_GPR152	simple:O95393	simple:Q8TDT2	BMP10	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS094C06AA8	GAST_GPR152	simple:P01350	simple:Q8TDT2	GAST	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0268D47AD	CCL4_GPR152	simple:P13236	simple:Q8TDT2	CCL4	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS016B111FE	IGF2_GPR152	simple:P01344	simple:Q8TDT2	IGF2	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0714977CA	BDNF_GPR152	simple:P23560	simple:Q8TDT2	BDNF	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS000171CB7	IFNA8_GPR152	simple:P32881	simple:Q8TDT2	IFNA8	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0E1389B57	ADIPOQ_GPR152	simple:Q15848	simple:Q8TDT2	ADIPOQ	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0A866903F	CCL4L2_GPR152	simple:Q8NHW4	simple:Q8TDT2	CCL4L2	GPR152	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	1.653																																																	
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	TNFRSF11B	TNFSF11	True	False	True	curated	False	1.653																																																	
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	CORT	SSTR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS01AD399A0	IL4_IL13RA2	simple:P05112	simple:Q14627	IL4	IL13RA2	True	False	True	I2D	False	1.653																																																	
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	IL13	IL13RA2	True	False	True	curated	False	1.653																																																	
CPI-SS0186F8AED	TNFSF9_IL13RA2	simple:P41273	simple:Q14627	TNFSF9	IL13RA2	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS0BCCDFA7A	NAMPT_IL13RA2	simple:P43490	simple:Q14627	NAMPT	IL13RA2	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS0073098F3	IL13_TMEM219	simple:P35225	simple:Q86XT9	IL13	TMEM219	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0A05319F5	CRH_CRHR2	simple:P06850	simple:Q13324	CRH	CRHR2	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS0E654708F	UCN_CRHR2	simple:P55089	simple:Q13324	UCN	CRHR2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS05BE83BC6	CSF1R_CSF3	simple:P07333	simple:P09919	CSF1R	CSF3	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	True	False	True	curated	False	1.653																																																	
CPI-SS08E6EA18C	NPR1_NPPB	simple:P16066	simple:P16860	NPR1	NPPB	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0A1864A37	NPR1_NPPC	simple:P16066	simple:P23582	NPR1	NPPC	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS0EB4002A2	NPR3_NPPC	simple:P17342	simple:P23582	NPR3	NPPC	True	True	False	I2D,InnateDB-All	False	1.653																																																	
CPI-SS06B94F144	NPR2_NPPC	simple:P20594	simple:P23582	NPR2	NPPC	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS05F0AFA81	NPR3_OSTN	simple:P17342	simple:P61366	NPR3	OSTN	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS081AD39D7	PECAM1_CD177	simple:P16284	simple:Q8N6Q3	PECAM1	CD177	False	True	False	curated	False	1.653																																																	
CPI-SS02C0BCFFE	PRLR_CSHL1	simple:P16471	simple:Q14406	PRLR	CSHL1	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS029B74C35	PMCH_MCHR2	simple:P20382	simple:Q969V1	PMCH	MCHR2	True	False	True	I2D	False	1.653																																																	
CPI-SS0362EFFDE	PMCH_MCHR1	simple:P20382	simple:Q99705	PMCH	MCHR1	True	False	True	I2D	False	1.653																																																	
CPI-SS00F69C501	TRH_TRHR	simple:P20396	simple:P34981	TRH	TRHR	True	False	True	I2D	False	1.653																																																	
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS05E63FBEC	CXCR1_CXCL5	simple:P25024	simple:P42830	CXCR1	CXCL5	True	True	False	curated	False	1.653																																																	
CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	CXCR2	CXCL5	True	True	False	curated	False	1.653																																																	
CPI-SS092E57263	CSF2_CSF1R	simple:P04141	simple:P07333	CSF2	CSF1R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS02EF37382	RLN3_RXFP3	simple:Q8WXF3	simple:Q9NSD7	RLN3	RXFP3	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	RLN2	RXFP3	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS031E35270	RLN3_RXFP1	simple:Q8WXF3	simple:Q9HBX9	RLN3	RXFP1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS06AC5AF53	PENK_MRGPRX1	simple:P01210	simple:Q96LB2	PENK	MRGPRX1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	CGA	LHCGR	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS0DEF5D0CE	LHB_LHCGR	simple:P01229	simple:P22888	LHB	LHCGR	True	False	True	I2D	False	1.653																																																	
CPI-SS0577408A3	CGA_FSHR	simple:P01215	simple:P23945	CGA	FSHR	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS035A3ADDF	FSHB_FSHR	simple:P01225	simple:P23945	FSHB	FSHR	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS0C7833961	TSHB_TSHR	simple:P01222	simple:P16473	TSHB	TSHR	True	False	True	I2D	False	1.653																																																	
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	True	False	True	I2D,IMEx,InnateDB,IntAct	False	1.653																																																	
CPI-SS0A606E2DA	GH1_PRLR	simple:P01241	simple:P16471	GH1	PRLR	True	False	True	I2D,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS0ACD3CCEE	GH1_GHR	simple:P01241	simple:P10912	GH1	GHR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0C7012011	CXCR1_YARS	simple:P25024	simple:P54577	CXCR1	YARS	False	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0DB45E7DF	GH2_GHR	simple:P01242	simple:P10912	GH2	GHR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D87F8BD7	PTH_PTH2R	simple:P01270	simple:P49190	PTH	PTH2R	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	PTHLH	PTH2R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0F32DB87D	PTH_PTH1R	simple:P01270	simple:Q03431	PTH	PTH1R	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	PTHLH	PRLHR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS018FB4D9F	RLN2_RXFP2	simple:P04090	simple:Q8WXD0	RLN2	RXFP2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D3A5646A	RLN1_RXFP2	simple:P04808	simple:Q8WXD0	RLN1	RXFP2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS06CF55F94	INSL3_RXFP2	simple:P51460	simple:Q8WXD0	INSL3	RXFP2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0FAE75A75	RLN1_RXFP1	simple:P04808	simple:Q9HBX9	RLN1	RXFP1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS08805BBC2	INSL3_RXFP1	simple:P51460	simple:Q9HBX9	INSL3	RXFP1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	TG	ASGR1	True	False	True	I2D	False	1.653																																																	
CPI-SS0288E42FB	CXCR1_CXCL6	simple:P25024	simple:P80162	CXCR1	CXCL6	True	True	False	curated	False	1.653																																																	
CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	CXCR2	CXCL6	True	True	False	curated	False	1.653																																																	
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS062307CFE	DSG1_DSC1	simple:Q02413	simple:Q08554	DSG1	DSC1	False	False	False	curated	False	1.653																																																	
CPI-SS09000F32A	DSG1_DSC3	simple:Q02413	simple:Q14574	DSG1	DSC3	False	False	False	curated	False	1.653																																																	
CPI-SS00BBA318F	TEK_ANGPT4	simple:Q02763	simple:Q9Y264	TEK	ANGPT4	True	True	False	curated	False	1.653																																																	
CPI-SS02EDE5894	CRHR2_UCN3	simple:Q13324	simple:Q969E3	CRHR2	UCN3	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS083E7D88C	CRHR2_UCN2	simple:Q13324	simple:Q96RP3	CRHR2	UCN2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	IL16	GRIN2C	True	False	True	I2D	False	1.653																																																	
CPI-SS0F856A80F	KISS1_KISS1R	simple:Q15726	simple:Q969F8	KISS1	KISS1R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	GPR19	ENHO	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS00ABEE10B	IGFL1_IGFLR1	simple:Q6UW32	simple:Q9H665	IGFL1	IGFLR1	True	False	True	IMEx,InnateDB-All,UniProt	False	1.653																																																	
CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	IGFL2	IGFLR1	True	False	True	IMEx,InnateDB-All,UniProt	False	1.653																																																	
CPI-SS0327E1782	IGFL3_IGFLR1	simple:Q6UXB1	simple:Q9H665	IGFL3	IGFLR1	True	False	True	IMEx,InnateDB-All,UniProt	False	1.653																																																	
CPI-SS036437279	DSG1_DSC2	simple:Q02413	simple:Q02487	DSG1	DSC2	False	False	False	curated	False	1.653																																																	
CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	CXCL17	GPR35	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS01CE67526	PROKR1_PROK2	simple:Q8TCW9	simple:Q9HC23	PROKR1	PROK2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0A6477344	RXFP4_RLN3	simple:Q8TDU9	simple:Q8WXF3	RXFP4	RLN3	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS01442BDB7	RXFP2_RLN3	simple:Q8WXD0	simple:Q8WXF3	RXFP2	RLN3	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0799949D7	RXFP4_INSL5	simple:Q8TDU9	simple:Q9Y5Q6	RXFP4	INSL5	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0ACCAC836	RXFP3_INSL5	simple:Q9NSD7	simple:Q9Y5Q6	RXFP3	INSL5	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	EDA	EDA2R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	EDA	EDAR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS08C78576B	GPHA2_EPHA6	simple:Q96T91	simple:Q9UF33	GPHA2	EPHA6	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS050123B31	NPFFR1_NPVF	simple:Q9GZQ6	simple:Q9HCQ7	NPFFR1	NPVF	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0281839F1	IL37_IL1RAPL1	simple:Q9NZH6	simple:Q9NZN1	IL37	IL1RAPL1	True	False	True	InnateDB	False	1.653																																																	
CPI-SS0FF51A757	TNFSF18_TNFRSF18	simple:Q9UNG2	simple:Q9Y5U5	TNFSF18	TNFRSF18	True	False	True	curated	False	1.653																																																	
CPI-SS027E57635	PROKR2_PROK2	simple:Q8NFJ6	simple:Q9HC23	PROKR2	PROK2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0BC884A75	QRFP_QRFPR	simple:P83859	simple:Q96P65	QRFP	QRFPR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0EF1A7415	CCR4_CCL17	simple:P51679	simple:Q92583	CCR4	CCL17	True	True	False	curated	False	1.653																																																	
CPI-SS09A3A441F	GUCY2C_GUCA2A	simple:P25092	simple:Q02747	GUCY2C	GUCA2A	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0231B999D	GUCY2C_GUCA2B	simple:P25092	simple:Q16661	GUCY2C	GUCA2B	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	MST1	MST1R	True	False	True	curated	False	1.653																																																	
CPI-SS0D53B88CC	ACVR2A_INHBC	simple:P27037	simple:P55103	ACVR2A	INHBC	True	True	False	curated	False	1.653																																																	
CPI-SS00E3F772A	GDF1_HTR4	simple:P27539	simple:Q13639	GDF1	HTR4	True	False	True	IMEx,MINT	False	1.653																																																	
CPI-SS0412C803A	TNFRSF8_TNFSF8	simple:P28908	simple:P32971	TNFRSF8	TNFSF8	False	True	False	curated	False	1.653																																																	
CPI-SS00C069DCB	SSTR1_SST	simple:P30872	simple:P61278	SSTR1	SST	True	True	False	I2D	False	1.653																																																	
CPI-SS024E1CF41	SSTR4_SST	simple:P31391	simple:P61278	SSTR4	SST	True	True	False	I2D	False	1.653																																																	
CPI-SS0B27088B4	CALCR_ADM	simple:P30988	simple:P35318	CALCR	ADM	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS032CFAE42	CALCR_ADM2	simple:P30988	simple:Q7Z4H4	CALCR	ADM2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS083319328	NTSR1_NTS	simple:P30989	simple:P30990	NTSR1	NTS	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS04BE14432	INHBC_ACVR2B	simple:P55103	simple:Q13705	INHBC	ACVR2B	True	False	True	curated	False	1.653																																																	
CPI-SS0A91954A0	RYK_WNT3A	simple:P34925	simple:P56704	RYK	WNT3A	True	True	False	I2D	False	1.653																																																	
CPI-SS08833E2DA	CHRNA7_SLURP1	simple:P36544	simple:P55000	CHRNA7	SLURP1	True	True	False	IMEx,InnateDB-All,UniProt	False	1.653																																																	
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	FLT3	FLT3LG	True	True	False	curated	False	1.653																																																	
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	THPO	MPL	True	False	True	curated	False	1.653																																																	
CPI-SS0B6643F31	XCR1_XCL1	simple:P46094	simple:P47992	XCR1	XCL1	True	True	False	curated	False	1.653																																																	
CPI-SS052D34F0B	XCR1_XCL2	simple:P46094	simple:Q9UBD3	XCR1	XCL2	True	True	False	curated	False	1.653																																																	
CPI-SS0BDA7A63E	NPBWR1_NPW	simple:P48145	simple:Q8N729	NPBWR1	NPW	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0B7A7E932	NPBWR2_NPW	simple:P48146	simple:Q8N729	NPBWR2	NPW	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D5E1C3D2	NPBWR1_NPB	simple:P48145	simple:Q8NG41	NPBWR1	NPB	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS01A761DB5	NPBWR2_NPB	simple:P48146	simple:Q8NG41	NPBWR2	NPB	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	NMU	NMUR2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	NMU	NMUR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	APLNR	APLN	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ADORA1	ENTPD1	False	True	False	curated	False	1.653																																																	
CPI-SS00EC753E6	GLP2R_GCG	simple:O95838	simple:P01275	GLP2R	GCG	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS033C67295	UTS2_UTS2R	simple:O95399	simple:Q9UKP6	UTS2	UTS2R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D57FCA8C	IDE_CCL23	simple:P14735	simple:P55773	IDE	CCL23	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS03188FD02	CCR8_CCL18	simple:P51685	simple:P55774	CCR8	CCL18	True	True	False	curated	False	1.653																																																	
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	1.653																																																	
CPI-SS006C89002	CCR3_CCL15	simple:P51677	simple:Q16663	CCR3	CCL15	True	True	False	curated	False	1.653																																																	
CPI-SS0C916344D	AVP_OXTR	simple:P01185	simple:P30559	AVP	OXTR	True	False	True	I2D	False	1.653																																																	
